Index,Names in References,SMILES,SMILES withous Bridge Linkers,Scaffolds,Kinase Targets,Types,Binding Affinities,References
MKI-349,40,OC(CCCCCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3)=O,OC(CCCCCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2)=O,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,2.57,10.1021/acs.jmedchem.6b00157
MKI-350,41,OC(CCCCCCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3)=O,OC(CCCCCCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2)=O,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,<39,10.1021/acs.jmedchem.6b00157
MKI-351,42,O=C(NO)C(C=C1)=CC=C1NCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4,O=C(NO)C(C=C1)=CC=C1NCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,1.71,10.1021/acs.jmedchem.6b00157
MKI-352,43,O=C(NO)C1=CC(NCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4)=CC=C1,O=C(NO)C1=CC(NCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3)=CC=C1,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,9,10.1021/acs.jmedchem.6b00157
MKI-353,44,O=C(NO)C(C=C1)=CC=C1OCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4,O=C(NO)C(C=C1)=CC=C1OCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,1.27,10.1021/acs.jmedchem.6b00157
MKI-354,45,O=C(NO)C(CC1)CCN1CCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4,O=C(NO)C(CC1)CCN1CCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,0.97,10.1021/acs.jmedchem.6b00157
MKI-355,46,O=C(CCCCCC(NO)=O)NC(C=C1)=CC=C1NCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4,O=C(CCCCCC(NO)=O)NC(C=C1)=CC=C1NCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,6.9,10.1021/acs.jmedchem.6b00157
MKI-356,47,O=C(CCCCCCC(NO)=O)NC(C=C1)=CC=C1NCCOC(C2=C3)=CC=C3NC4=NC=CC(C5=CC(COC/C=C/COC2)=CC=C5)=N4,O=C(CCCCCCC(NO)=O)NC(C=C1)=CC=C1NCCOC(C=C2)=CC=C2NC3=NC=CC(C4=CC=CC=C4)=N3,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,30,10.1021/acs.jmedchem.6b00157
MKI-357,48,O=C(NO)CCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3,O=C(NO)CCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,4.7,10.1021/acs.jmedchem.6b00157
MKI-358,49,O=C(NO)CCCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3,O=C(NO)CCCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,2.45,10.1021/acs.jmedchem.6b00157
MKI-359,50,O=C(NO)CCCCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3,O=C(NO)CCCCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,4.3,10.1021/acs.jmedchem.6b00157
MKI-360,51,O=C(NO)CCCCCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3,O=C(NO)CCCCCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,1.4,10.1021/acs.jmedchem.6b00157
MKI-361,52,O=C(NO)CCCCCCCOC(C1=C2)=CC=C2NC3=NC=CC(C4=CC(COC/C=C/COC1)=CC=C4)=N3,O=C(NO)CCCCCCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CC=C3)=N2,c1ccc(cc1)Nc1nccc(n1)c1ccccc1,JAK2 (IC50 (nM)),Type-I,5,10.1021/acs.jmedchem.6b00157
MKI-362,OD38,C(C=C1)(NCCOCCN2)=NN3C1=NC=C3C4=CC2=NC=C4,N12N=CC=CC1=NC=C2C3=CC=NC=C3,n1ccc(cc1)c1cnc2n1nccc2,RIPK2 (IC50 (nM)),Type-I,14.1,10.1074/jbc.M114.591388
MKI-363,2c,ClC1=CN=C(NC2=CC=C(OCCN3CCCC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5,ClC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC4=CC=CC=C4,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,283,10.1021/jm201333e
MKI-364,2d,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,92,10.1021/jm201333e
MKI-365,2e,ClC1=CN=C(NC2=CC=CC3=C2)N=C1NC4=CC(CC3)=CC=C4OC,ClC1=CN=C(NC2=CC=CC=C2)N=C1NC3=CC=CC=C3OC,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,360,10.1021/jm201333e
MKI-366,2g,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5OC,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4OC,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,3.1,10.1021/jm201333e
MKI-367,2h,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5C(NC)=O,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4C(NC)=O,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,35,10.1021/jm201333e
MKI-368,2i,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5S(C(C)C)(=O)=O,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4S(C(C)C)(=O)=O,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,3.7,10.1021/jm201333e
MKI-369,2j,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5N(C)S(C)(=O)=O,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4N(C)S(C)(=O)=O,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,3.4,10.1021/jm201333e
MKI-370,2k,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,5,10.1021/jm201333e
MKI-371,2l,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5S(C(C)C)(=O)=O,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4S(C(C)C)(=O)=O,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,1.5,10.1021/jm201333e
MKI-372,2m,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(CC4)=CC=C5N(C)S(=O)(C)=O,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4N(C)S(=O)(C)=O,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,0.51,10.1021/jm201333e
MKI-373,8d,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(/C=C\4)=CC=C5,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4N(C)S(=O)(C)=O,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,392,10.1021/jm201333e
MKI-374,8g,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(/C=C\4)=CC=C5OC,ClC1=CN=C(NC2=CC=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4OC,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,259,10.1021/jm201333e
MKI-375,8m,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C4=C2)N=C1NC5=CC(/C=C\4)=CC=C5N(C)S(=O)(C)=O,ClC1=CN=C(NC2=C(OC)C=C(N3CCN(C)CC3)C=C2)N=C1NC4=CC=CC=C4N(C)S(=O)(C)=O,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1,ALK (IC50 (nM)),Type-I,7,10.1021/jm201333e
MKI-376,12e,BrC1=CC=CC(NC2=NC=NC3=CC4=C(OCCOCCOCCO4)C=C32)=C1,BrC1=CC=CC(NC2=NC=NC3=CC=CC=C32)=C1,c1ccc(cc1)Nc1ncnc2c1cccc2,EGFR(IC50 (nM)),Type-I,5,10.1016/j.bmcl.2012.06.067
MKI-377,12f,BrC1=CC=CC(NC2=NC=NC3=CC4=C(OCCOCOCOCCO4)C=C32)=C1,BrC1=CC=CC(NC2=NC=NC3=CC=CC=C32)=C1,c1ccc(cc1)Nc1ncnc2c1cccc2,EGFR(IC50 (nM)),Type-I,5,10.1016/j.bmcl.2012.06.067
MKI-378,12h,ClC1=CC=CC(NC2=NC=NC3=CC4=C(OCCOCCOCCO4)C=C32)=C1,ClC1=CC=CC(NC2=NC=NC3=CC=CC=C32)=C1,c1ccc(cc1)Nc1ncnc2c1cccc2,EGFR(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2012.06.067
MKI-379,12j,ClC5=C(F)C=CC(NC6=NC=NC7=CC8=C(OCCOCCOCCO8)C=C76)=C5,ClC1=C(F)C=CC(NC2=NC=NC3=CC=CC=C32)=C1,c1ccc(cc1)Nc1ncnc2c1cccc2,EGFR(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2012.06.067
MKI-380,12k,C#CC1=CC=CC(NC2=NC=NC3=CC4=C(OCCOCCOCCO4)C=C32)=C1,C#CC1=CC=CC(NC2=NC=NC3=CC=CC=C32)=C1,c1ccc(cc1)Nc1ncnc2c1cccc2,EGFR(IC50 (nM)),Type-I,2,10.1016/j.bmcl.2012.06.067
MKI-381,Compound2,CN(C1)C/C=C/CCOC2=CC=CC(C3=NC(NC4=CC=CC1=C4)=NC5=C3N=CN5)=C2,C1(N=CN2)=C2N=C(NC3=CC=CC=C3)N=C1C4=CC=CC=C4,c1ccc(cc1)Nc1nc2[nH]cnc2c(n1)c1ccccc1,PDK1(IC50 (nM)),Type-I,390,10.1016/j.bmcl.2011.11.006
MKI-382,10a,CS(N(C(N=CC=C1)=C1CNC2=NC(NC3=CC(CCN45)=C4C=C3)=NC=C2C(F)(F)F)CCCCC5=O)(=O)=O,FC(C1=CN=C(NC2=CC(CCN3)=C3C=C2)N=C1NCC4=CN=CC=C4)(F)F,c1ccc(cn1)CNc1ccnc(n1)Nc1ccc2c(c1)CCN2,Pyk2/FAK(IC50 (nM)),Type-I,3.2/17,10.1016/j.bmcl.2016.10.092
MKI-383,10b,CS(N(C(C=CC=C1)=C1CNC2=NC(NC3=CC(CCN45)=C4C=C3)=NC=C2C(F)(F)F)CCCCC5=O)(=O)=O,FC(C1=CN=C(NC2=CC(CCN3)=C3C=C2)N=C1NCC4=CC=CC=C4)(F)F,c1ccc(cc1)CNc1ccnc(n1)Nc1ccc2c(c1)CCN2,Pyk2/FAK(IC50 (nM)),Type-I,0.9/3.2,10.1016/j.bmcl.2016.10.092
MKI-384,10c,O=S(N(C(C=CC=C1)=C1CNC2=NC(NC3=CC(CCN45)=C4C=C3)=NC=C2C(F)(F)F)CCCCC5=O)(CC)=O,FC(C1=CN=C(NC2=CC(CCN3)=C3C=C2)N=C1NCC4=CC=CC=C4)(F)F,c1ccc(cc1)CNc1ccnc(n1)Nc1ccc2c(c1)CCN2,Pyk2/FAK(IC50 (nM)),Type-I,1.9/9.2,10.1016/j.bmcl.2016.10.092
MKI-385,10d,CS(N(C(C=CC=C1)=C1CN(C)C2=NC(NC3=CC(CCN45)=C4C=C3)=NC=C2C(F)(F)F)CCCCC5=O)(=O)=O,CN(CC1=CC=CC=C1)C2=NC(NC3=CC(CCN4)=C4C=C3)=NC=C2C(F)(F)F,c1ccc(cc1)CNc1ccnc(n1)Nc1ccc2c(c1)CCN2,Pyk2/FAK(IC50 (nM)),Type-I,1.5/8.6,10.1016/j.bmcl.2016.10.092
MKI-386,11,CS(N(C(N=CC=C1)=C1CNC2=NC(NC3=CC(CCN45)=C4C=C3)=NC=C2C(F)(F)F)CCCC5=O)(=O)=O,FC(C1=CN=C(NC2=CC(CCN3)=C3C=C2)N=C1NCC4=CN=CC=C4)(F)F,c1ccc(cn1)CNc1ccnc(n1)Nc1ccc2c(c1)CCN2,Pyk2/FAK(IC50 (nM)),Type-I,20/27,10.1016/j.bmcl.2016.10.092
MKI-387,12,O=C(CCCNS(=O)1=O)N2CCC3=C2C=CC(NC4=NC=C(C(F)(F)F)C(NCC5=C1C=CC=C5)=N4)=C3,FC(C1=CN=C(NC2=CC(CCN3)=C3C=C2)N=C1NCC4=CC=CC=C4)(F)F,c1ccc(cc1)CNc1ccnc(n1)Nc1ccc2c(c1)CCN2,Pyk2/FAK(IC50 (nM)),Type-I,3.5/11.4,10.1016/j.bmcl.2016.10.092
MKI-388,13,CS(N1C(N=CC=C2)=C2CNC3=NC(NC4=CC(CCN5C(C6=CC=CC(C1)=C6)=O)=C5C=C4)=NC=C3C(F)(F)F)(=O)=O,O=C(C1=CC=CC=C1)N2CCC3=C2C=CC(NC4=NC=C(C(F)(F)F)C(NCC5=CN=CC=C5)=N4)=C3,FC(C1=CN=C(NC2=CC(CCN3)=C3C=C2)N=C1NCC4=CN=CC=C4)(F)F,Pyk2/FAK(IC50 (nM)),Type-I,26/21,10.1016/j.bmcl.2016.10.092
MKI-389,24a,CS(N1C/C=C/C2=CC(NC3=NC=C(C(F)(F)F)C(NCC4=C1N=CC=C4)=N3)=CC=C2)(=O)=O,FC(C1=CN=C(NC2=CC=CC=C2)N=C1NCC3=CN=CC=C3)(F)F,c1ccc(cc1)Nc1nccc(n1)NCc1cccnc1,Pyk2/FAK(IC50 (nM)),Type-I,2.6/10.2,10.1016/j.bmcl.2016.10.092
MKI-390,24b,CS(N1C/C=C/C2=CC(NC3=NC=C(C(F)(F)F)C(NCC4=C1N=CC=C4)=N3)=CC=C2N5CCOCC5)(=O)=O,FC(C1=CN=C(NC2=CC=C(N3CCOCC3)C=C2)N=C1NCC4=CN=CC=C4)(F)F,c1ccc(cc1)Nc1nccc(n1)NCc1cccnc1,Pyk2/FAK(IC50 (nM)),Type-I,0.84/4.34,10.1016/j.bmcl.2016.10.092
MKI-391,24c,CS(N1C/C=C/C2=CC(NC3=NC=C(C(F)(F)F)C(N(C)CC4=C1N=CC=C4)=N3)=CC=C2N5CCOCC5)(=O)=O,CN(CC1=CN=CC=C1)C2=NC(NC3=CC=C(N4CCOCC4)C=C3)=NC=C2C(F)(F)F,c1ccc(cc1)Nc1nccc(n1)NCc1cccnc1,Pyk2/FAK(IC50 (nM)),Type-I,1.55/5.75,10.1016/j.bmcl.2016.10.092
MKI-392,24d,CS(N1C/C=C/C2=CC(NC3=NC=C(C(F)(F)F)C(N(C)CC4=C1C=NC=C4)=N3)=CC=C2N5CCOCC5)(=O)=O,CN(CC1=CC=NC=C1)C2=NC(NC3=CC=C(N4CCOCC4)C=C3)=NC=C2C(F)(F)F,c1ccc(cc1)Nc1nccc(n1)NCc1cccnc1,Pyk2/FAK(IC50 (nM)),Type-I,2.7/14.0,10.1016/j.bmcl.2016.10.092
MKI-393,25a,CS(N1CCCC2=CC(NC3=NC=C(C(F)(F)F)C(NCC4=C1N=CC=C4)=N3)=CC=C2)(=O)=O,FC(C1=CN=C(NC2=CC=CC=C2)N=C1NCC3=CN=CC=C3)(F)F,c1ccc(cc1)Nc1nccc(n1)NCc1cccnc1,Pyk2/FAK(IC50 (nM)),Type-I,0.67/1.26,10.1016/j.bmcl.2016.10.092
MKI-394,25b,CS(N1CCCC2=CC(NC3=NC=C(C(F)(F)F)C(NCC4=C1N=CC=C4)=N3)=CC=C2N5CCOCC5)(=O)=O,CC(N=CC=C1)=C1CNC2=NC(NC3=CC=C(N4CCOCC4)C=C3)=NC=C2C(F)(F)F,c1ccc(cc1)Nc1nccc(n1)NCc1cccnc1,Pyk2/FAK(IC50 (nM)),Type-I,1.31/3.21,10.1016/j.bmcl.2016.10.092
MKI-395,Compound -M,O=C1N(CC2)NC(C1=CC=C3)=C3C4=NC5=C(C=CC=C5O[C@H]6C[C@@H](C)N2C6)NC4=O,O=C1NNC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1NNC2,Cdk1/Cdk2/Cdk4/Cdk5/Cdk6/Cdk7(IC50 (nM)),Type-I,1.0/3.4/4.1/4.5/12 /660,10.1007/s10637-009-9384-8
MKI-396,7,O=C1N2SC(C1=CC=C3)=C3C4=NC5=C(C=CC=C5OCCCC2)NC4=O,O=C1NSC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1SNC2,CDK4(IC50 (nM)),Type-I,160,10.1016/j.bmcl.2006.07.026
MKI-397,8,O=C6N7SC(C6=CC=C8)=C8C9=NC%10=C(C=CC=C%10OCCCCC7)NC9=O,O=C1NSC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1SNC2,CDK4(IC50 (nM)),Type-I,3.6,10.1016/j.bmcl.2006.07.026
MKI-398,9,O=C1N2SC(C1=CC=C3)=C3C4=NC5=C(C=CC=C5OCCCCCC2)NC4=O,O=C1NSC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1SNC2,CDK4(IC50 (nM)),Type-I,11,10.1016/j.bmcl.2006.07.026
MKI-399,10,O=C6N7SC(C6=CC=C8)=C8C9=NC%10=C(C=CC=C%10OCCNCC7)NC9=O,O=C1NSC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1SNC2,CDK4(IC50 (nM)),Type-I,6,10.1016/j.bmcl.2006.07.026
MKI-400,11,O=C1N2SC(C1=CC=C3)=C3C4=NC5=C(C=CC=C5OCCN(C)CC2)NC4=O,O=C1NSC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1SNC2,CDK4(IC50 (nM)),Type-I,11,10.1016/j.bmcl.2006.07.026
MKI-401,12,O=C6N7NC(C6=CC=C8)=C8C9=NC%10=C(C=CC=C%10OCCN(C)CC7)NC9=O,O=C1NNC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1NNC2,CDK4(IC50 (nM)),Type-I,13,10.1016/j.bmcl.2006.07.026
MKI-402,13,O=C1N2NC(C1=CC=C3)=C3C4=NC5=C(C=CC=C5OC6CN(CC6)CC2)NC4=O,O=C1NNC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1NNC2,CDK4(IC50 (nM)),Type-I,29,10.1016/j.bmcl.2006.07.026
MKI-403,14,O=C1N2NC(C1=CC=C3)=C3C4=NC5=C(C=CC=C5OC6CN([C@H](C)C6)CC2)NC4=O,O=C1NNC(C1=CC=C2)=C2C3=NC4=C(C=CC=C4)NC3=O,c1ccc2c(c1)NCC(=N2)c1cccc2c1NNC2,Cdk1/Cdk2/Cdk4/Cdk6(IC50 (nM)),Type-I,1.0/3.4/6.4/12,10.1016/j.bmcl.2006.07.026
MKI-404,14a,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N6CCN(C)CC6)=O)=CC=C5,O=C(N1CCN(C)CC1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,1.3,10.1016/'[NatureBiotechKdData2008-4.csv]NatureBiotechKdData2008-4'!$A$2
MKI-405,14b,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N6CC(N(C)C)CC6)=O)=CC=C5,O=C(N1CC(N(C)C)CC1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,1.4,10.1016/j.bmcl.2007.11.074
MKI-406,14c,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(NCCN(C)C)=O)=CC=C5,O=C(NCCN(C)C)C1=CC=CC(NC2=NC(NC3=CC=CC=C3)=NC4=CC=NN42)=C1,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,5.2,10.1016/j.bmcl.2007.11.074
MKI-407,14d,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N6CC(O)C6)=O)=CC=C5,O=C(N1CC(O)C1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,3.6,10.1016/j.bmcl.2007.11.074
MKI-408,14e,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(NC6CN(C)C6)=O)=CC=C5,O=C(NC1CN(C)C1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,7.4,10.1016/j.bmcl.2007.11.074
MKI-409,14f,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N(C)CCN(C)C)=O)=CC=C5,O=C(N(C)CCN(C)C)C1=CC=CC(NC2=NC(NC3=CC=CC=C3)=NC4=CC=NN42)=C1,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,4,10.1016/j.bmcl.2007.11.074
MKI-410,14g,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N(C)C6CCN(C)C6)=O)=CC=C5,O=C(N(C)C1CCN(C)C1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,2,10.1016/j.bmcl.2007.11.074
MKI-411,14h,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N6CC(N(CC)CC)CC6)=O)=CC=C5,O=C(N1CC(N(CC)CC)CC1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,2.2,10.1016/j.bmcl.2007.11.074
MKI-412,14i,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N6CC(N(CC)CC)C6)=O)=CC=C5,O=C(N1CC(N(CC)CC)C1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,3.4,10.1016/j.bmcl.2007.11.074
MKI-413,14j,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N6CCNCC6)=O)=CC=C5,O=C(N1CCNCC1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,0.8,10.1016/j.bmcl.2007.11.074
MKI-414,14k,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N(C)CCN(CC)CC)=O)=CC=C5,O=C(N(C)CCN(CC)CC)C1=CC=CC(NC2=NC(NC3=CC=CC=C3)=NC4=CC=NN42)=C1,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,2.4,10.1016/j.bmcl.2007.11.074
MKI-415,14l,O=C(NC1=CC2=CC=C1)CCCC3=C(N4N=C3)N=C(N2)N=C4NC5=CC(C(N(C)C6CCN(C)CC6)=O)=CC=C5,O=C(N(C)C1CCN(C)CC1)C2=CC=CC(NC3=NC(NC4=CC=CC=C4)=NC5=CC=NN53)=C2,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2,CK2(Ki(nM)),Type-I,1.4,10.1016/j.bmcl.2007.11.074
